"Account_status" "Duration" "Credit_history" "Purpose" "Amount" "Savings" "Employment" "Installment_rate" "Guarantors" "Resident_since" "Property" "Age" "Other_plans" "Housing" "Num_credits" "Job" "People_maintenance" "Phone" "Foreign" "BAD" "Female" "probability" "predicted"
"553" "< 0 DM" 48 "existing credits paid back duly till now" "radio / television" 6999 "< 100 DM" "4  <= ... < 7 years" 1 "guarantor" 1 "real estate" 34 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.48404255 0
"554" "0 < ... <  200 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 1995 "100 <= ... <  500 DM" "< 1 year" 4 "none" 1 "car or other" 27 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.35955056 0
"555" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "education" 1199 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "building society savings agreement / life insurance" 67 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.38172043 0
"556" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "radio / television" 1331 "< 100 DM" "< 1 year" 2 "none" 1 "car or other" 22 "stores" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.42408377 0
"557" "0 < ... <  200 DM" 18 "no credits taken / all credits paid back duly" "car (new)" 2278 "100 <= ... <  500 DM" "< 1 year" 3 "none" 3 "car or other" 28 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.47457627 0
"558" "no checking account" 21 "no credits taken / all credits paid back duly" "car (new)" 5003 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 4 "building society savings agreement / life insurance" 29 "bank" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.27683616 0
"559" "< 0 DM" 24 "all credits at this bank paid back duly" "furniture / equipment" 3552 "< 100 DM" "4  <= ... < 7 years" 3 "none" 4 "car or other" 27 "bank" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.41954023 0
"560" "0 < ... <  200 DM" 18 "critical account / other credits existing (not at this bank)" "furniture / equipment" 1928 "< 100 DM" "< 1 year" 2 "none" 2 "real estate" 31 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.30456853 0
"561" "< 0 DM" 24 "existing credits paid back duly till now" "car (used)" 2964 "unknown / no savings account" ">= 7 years" 4 "none" 4 "unknown / no property" 49 "bank" "A153" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.32258065 0
"562" "< 0 DM" 24 "all credits at this bank paid back duly" "radio / television" 1546 "< 100 DM" "4  <= ... < 7 years" 4 "guarantor" 4 "car or other" 24 "bank" "A151" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.48022599 0
"563" ">= 200 DM" 6 "delay in paying off in the past" "radio / television" 683 "< 100 DM" "< 1 year" 2 "none" 1 "building society savings agreement / life insurance" 29 "bank" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.29714286 0
"564" "0 < ... <  200 DM" 36 "existing credits paid back duly till now" "car (new)" 12389 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 4 "unknown / no property" 37 "none" "A153" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.43181818 0
"565" "0 < ... <  200 DM" 24 "delay in paying off in the past" "business" 4712 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 2 "building society savings agreement / life insurance" 37 "bank" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.3 0
"566" "0 < ... <  200 DM" 24 "delay in paying off in the past" "radio / television" 1553 "100 <= ... <  500 DM" "4  <= ... < 7 years" 3 "none" 2 "building society savings agreement / life insurance" 23 "none" "A151" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.50828729 1
"567" "< 0 DM" 12 "existing credits paid back duly till now" "car (new)" 1372 "< 100 DM" "4  <= ... < 7 years" 2 "none" 3 "car or other" 36 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.28484848 0
"568" "no checking account" 24 "critical account / other credits existing (not at this bank)" "radio / television" 2578 ">= 1000 DM" ">= 7 years" 2 "none" 2 "car or other" 34 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.03608247 0
"569" "0 < ... <  200 DM" 48 "existing credits paid back duly till now" "radio / television" 3979 "unknown / no savings account" "4  <= ... < 7 years" 4 "none" 1 "car or other" 41 "none" "A152" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.31016043 0
"570" "< 0 DM" 48 "existing credits paid back duly till now" "radio / television" 6758 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "car or other" 31 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.69268293 1
"571" "< 0 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 3234 "< 100 DM" "< 1 year" 4 "none" 4 "real estate" 23 "none" "A151" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.60479042 1
"572" "no checking account" 30 "critical account / other credits existing (not at this bank)" "radio / television" 5954 "< 100 DM" "4  <= ... < 7 years" 3 "co-applicant" 2 "car or other" 38 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.12727273 0
"573" "no checking account" 24 "existing credits paid back duly till now" "car (used)" 5433 "unknown / no savings account" "unemployed" 2 "none" 4 "building society savings agreement / life insurance" 26 "none" "A151" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.13513514 0
"574" "< 0 DM" 15 "existing credits paid back duly till now" "business" 806 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "building society savings agreement / life insurance" 22 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.55232558 1
"575" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "radio / television" 1082 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 27 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.17857143 0
"576" "no checking account" 15 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2788 "< 100 DM" "4  <= ... < 7 years" 2 "co-applicant" 3 "car or other" 24 "bank" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.40983607 0
"577" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "radio / television" 2930 "< 100 DM" "4  <= ... < 7 years" 2 "none" 1 "real estate" 27 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.19230769 0
"578" "no checking account" 24 "critical account / other credits existing (not at this bank)" "education" 1927 "unknown / no savings account" "1  <= ... < 4 years" 3 "none" 2 "car or other" 33 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.18333333 0
"579" "0 < ... <  200 DM" 36 "critical account / other credits existing (not at this bank)" "car (new)" 2820 "< 100 DM" "< 1 year" 4 "none" 4 "car or other" 27 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.54010695 1
"580" "no checking account" 24 "existing credits paid back duly till now" "retrainin" 937 "< 100 DM" "< 1 year" 4 "none" 3 "car or other" 27 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.25257732 0
"581" "0 < ... <  200 DM" 18 "critical account / other credits existing (not at this bank)" "car (new)" 1056 "< 100 DM" ">= 7 years" 3 "guarantor" 3 "real estate" 30 "bank" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.46820809 0
"582" "0 < ... <  200 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 3124 "< 100 DM" "< 1 year" 1 "none" 3 "real estate" 49 "bank" "A152" 2 "unskilled - resident" 2 "none" "yes" "GOOD" "Female" 0.28143713 0
"583" "no checking account" 9 "existing credits paid back duly till now" "furniture / equipment" 1388 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 26 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.20224719 0
"584" "0 < ... <  200 DM" 36 "existing credits paid back duly till now" "repairs" 2384 "< 100 DM" "< 1 year" 4 "none" 1 "unknown / no property" 33 "none" "A151" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.57837838 1
"585" "no checking account" 12 "existing credits paid back duly till now" "car (new)" 2133 "unknown / no savings account" ">= 7 years" 4 "none" 4 "unknown / no property" 52 "none" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.15763547 0
"586" "< 0 DM" 18 "existing credits paid back duly till now" "furniture / equipment" 2039 "< 100 DM" "1  <= ... < 4 years" 1 "none" 4 "real estate" 20 "bank" "A151" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.48663102 0
"587" "< 0 DM" 9 "critical account / other credits existing (not at this bank)" "car (new)" 2799 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "real estate" 36 "none" "A151" 2 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.08536585 0
"588" "< 0 DM" 12 "existing credits paid back duly till now" "furniture / equipment" 1289 "< 100 DM" "1  <= ... < 4 years" 4 "guarantor" 1 "building society savings agreement / life insurance" 21 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.3025641 0
"589" "< 0 DM" 18 "existing credits paid back duly till now" "domestic appliances" 1217 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "real estate" 47 "none" "A152" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.33513514 0
"590" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2246 "< 100 DM" ">= 7 years" 3 "none" 3 "building society savings agreement / life insurance" 60 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.16201117 0
"591" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "radio / television" 385 "< 100 DM" "4  <= ... < 7 years" 4 "none" 3 "real estate" 58 "none" "A152" 4 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.18269231 0
"592" "0 < ... <  200 DM" 24 "delay in paying off in the past" "car (new)" 1965 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 4 "car or other" 42 "none" "A151" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.3989899 0
"593" "no checking account" 21 "existing credits paid back duly till now" "business" 1572 ">= 1000 DM" ">= 7 years" 4 "none" 4 "real estate" 36 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.25 0
"594" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "car (new)" 2718 "< 100 DM" "1  <= ... < 4 years" 3 "none" 4 "building society savings agreement / life insurance" 20 "none" "A151" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.56353591 1
"595" "< 0 DM" 24 "all credits at this bank paid back duly" "others" 1358 "unknown / no savings account" ">= 7 years" 4 "none" 3 "car or other" 40 "stores" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.38624339 0
"596" "0 < ... <  200 DM" 6 "all credits at this bank paid back duly" "car (new)" 931 "100 <= ... <  500 DM" "< 1 year" 1 "none" 1 "building society savings agreement / life insurance" 32 "stores" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.59537572 1
"597" "< 0 DM" 24 "existing credits paid back duly till now" "car (new)" 1442 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "car or other" 23 "none" "A151" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.70652174 1
"598" "0 < ... <  200 DM" 24 "no credits taken / all credits paid back duly" "business" 4241 "< 100 DM" "1  <= ... < 4 years" 1 "none" 4 "real estate" 36 "none" "A152" 3 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.32211538 0
"599" "no checking account" 18 "critical account / other credits existing (not at this bank)" "car (new)" 2775 "< 100 DM" "4  <= ... < 7 years" 2 "none" 2 "building society savings agreement / life insurance" 31 "bank" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.32323232 0
"600" "no checking account" 24 "delay in paying off in the past" "business" 3863 "< 100 DM" "1  <= ... < 4 years" 1 "none" 2 "unknown / no property" 32 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.27745665 0
"601" "0 < ... <  200 DM" 7 "existing credits paid back duly till now" "radio / television" 2329 "< 100 DM" "< 1 year" 1 "guarantor" 1 "real estate" 45 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.10526316 0
"602" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "furniture / equipment" 918 "< 100 DM" "1  <= ... < 4 years" 4 "none" 1 "building society savings agreement / life insurance" 30 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.38728324 0
"603" "0 < ... <  200 DM" 24 "all credits at this bank paid back duly" "education" 1837 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "unknown / no property" 34 "bank" "A153" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.72067039 1
"604" "no checking account" 36 "existing credits paid back duly till now" "furniture / equipment" 3349 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 28 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.24137931 0
"605" ">= 200 DM" 10 "existing credits paid back duly till now" "furniture / equipment" 1275 "< 100 DM" "< 1 year" 4 "none" 2 "building society savings agreement / life insurance" 23 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.26857143 0
"606" "< 0 DM" 24 "all credits at this bank paid back duly" "furniture / equipment" 2828 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 4 "none" 4 "real estate" 22 "stores" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.20744681 0
"607" "no checking account" 24 "critical account / other credits existing (not at this bank)" "business" 4526 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "real estate" 74 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.32571429 0
"608" "0 < ... <  200 DM" 36 "existing credits paid back duly till now" "radio / television" 2671 "100 <= ... <  500 DM" "1  <= ... < 4 years" 4 "co-applicant" 4 "unknown / no property" 50 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.49438202 0
"609" "no checking account" 18 "existing credits paid back duly till now" "radio / television" 2051 "< 100 DM" "< 1 year" 4 "none" 1 "real estate" 33 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.10204082 0
"610" "no checking account" 15 "existing credits paid back duly till now" "car (used)" 1300 "unknown / no savings account" ">= 7 years" 4 "none" 4 "unknown / no property" 45 "bank" "A153" 1 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.13218391 0
"611" "< 0 DM" 12 "existing credits paid back duly till now" "domestic appliances" 741 "100 <= ... <  500 DM" "unemployed" 4 "none" 3 "building society savings agreement / life insurance" 22 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.53296703 1
